actor,movie,new_actor
Sanjay Dutt,Lage Raho Munnabhai,No
Sanjay Dutt,Department,No
Sanjay Dutt,Sarhad Paar,No
Sanjay Dutt,Zinda,No
Sanjay Dutt,EMI,No
Sanjay Dutt,Luck,No
Sanjay Kapoor,Unns,No
Sanjay Kapoor,Sauda - The Deal,No
Sanjay Kumar,Kiska Hai Intezaar,Yes
Sanjay Kumar,Manthan Ek Kashmakash,No
Sanjay Mishra,Saare Jahaan Se Mehnga,No
Sanjay Mishra,Ankhon Dekhi,No
Sanjay Pundir,Pyaar Ka Live Show,Yes
Sanjay Suri,Anubhav,No
Sankalp Shrivastava,Jai Singh Are Baap Re,Yes
Sanket More,The Adventure Of Haunted House,Yes
Santosh Barmola,Warning,Yes
Sapna,Premsutra,No
Sapna,Khooni,No
Sapna,Angoor,No
Sapna,Kachchi Kali,No
Sapna,Darinda,No
Sapna,Free Entry,No
Sapna,No Parking,No
Sapna,Gabbar Singh,No
Sapna,Munnibai B.A. B. Com,No
Saqib Saleem,Hawaa Hawaai,No
Saqib Saleem,Mere Dad Ki Maruti,No
Saqib Saleem,Mujhse Fraaandship Karoge,Yes
Sarah Jane Dias,Angry Indian Goddesses,No
Sarat Pujari,Jai Jagannath,Yes
Sarika,Sacred Evil - A True Story,Yes
Sarika,Hari Puttar - A Comedy Of  Terrors,No
Sarita Joshi,Gangoobai,No
Sartaj Singh Pannu,Soch Lo,Yes
Sarvar Ahuja,Hum Phirr Milein Na Milein,No
Sarvar Ahuja,Meri Padosan,No
Sasho Satiiysh Saarathy,Manjunath,Yes
Satnam Kaur,2 Piece,No
Saurabh Malik,Ab Hoga Dharna Unlimited,Yes
Seema Parihar,Wounded,Yes
Seth Daksh,Ankush - The Command,Yes
Shaad Randhawa,Dhoom Dadakka,No
Shaadab Khan,The Unsound,No
Shaarib Hashmi,Filmistaan,Yes
Shabaaz Khan,Operation Mumbai,Yes
Shabana Azmi,15 Park Avenue,No
Shabana Azmi,Chalk N Duster,No
Shabana Azmi,Loins Of Punjab Presents,No
Shabana Azmi,A Decent Arrangement,No
Shahana Chaterjee,Sandcastle,Yes
Shahid Kapoor,Dil Bole Hadippa,No
Shahid Kapoor,Kismat Konnection,No
Shahid Kapoor,Jab We Met,No
Shahid Kapoor,Chance Pe Dance,No
Shahid Kapoor,Teri Meri Kahaani,No
Shahid Kapoor,Vaah! Life Ho Toh Aisi!,No
Shahid Kapoor,Paathshaala,No
Shahid Kapoor,Mausam,No
Shahid Kapoor,Badmaash Company,No
Shahid Kapoor,R... Rajkumar,No
Shahid Kapoor,Chup Chup Ke,No
Shahid Kapoor,Phata Poster Nikhla Hero,No
Shahid Kapoor,Milenge Milenge,No
Shahid Kapoor,Vivah,No
Shahid Kapoor,Shaandaar,No
Shahid Kapoor,Kaminey,No
Shahid Kapoor,Haider,No
Shahid Kapoor,Rangoon,No
Shahnawaz Khan,Tu Bewafa Hai,No
Shahnawaz Khan,Dekha Jo Pehli Baar,No
Shahrukh Khan,Rab Ne Bana Di Jodi,No
Shahrukh Khan,Paheli,No
Shahrukh Khan,Ra.One,No
Shahrukh Khan,Om Shanti Om,No
Shahrukh Khan,Happy New Year,No
Shahrukh Khan,Don - The Chase Begins Again,No
Shahrukh Khan,Don 2,No
Shahrukh Khan,Jab Harry Met Sejal,No
Shahrukh Khan,Kabhi Alvida Na Kehna,No
Shahrukh Khan,My Name Is Khan,No
Shahrukh Khan,Fan,No
Shahrukh Khan,Raees,No
Shahrukh Khan,Chennai Express,No
Shahrukh Khan,Dilwale,No
Shahrukh Khan,Chak De India,No
Shahrukh Khan,Jab Tak Hai Jaan,No
Shahzad Pathan,Us Disha Mein,Yes
Shakeela,Garam Padosan,Yes
Sharad Malhotra,From Sydney With Love,Yes
Sharad Ponkshe,Ek Pal Pyar Ka,Yes
Sharman Joshi,3 Bachelors,No
Sharman Joshi,War... Chhod Na Yaar,No
Sharman Joshi,Allah Ke Banday,No
Sharman Joshi,Toh Baat Pakki,No
Sharman Joshi,Sorry Bhai!,No
Sharman Joshi,Ferrari Ki Sawaari,No
Sharman Joshi,Gang Of Ghosts,No
Sharman Joshi,1920 London,No
Sharman Joshi,Wajah Tum Ho,No
Sharmila Tagore,Life Goes On,No
Shatrughan Sinha,2 Chehare,No
Shawar Ali,Love Aur Sex,No
Shawar Ali,99.9 FM,No
Sheena Nayar,Mallika,Yes
Sheetal Pathak,Chehra - The Unknown Mask,Yes
Sherlyn Chopra,Red Swastik,No
Shevum Shetty,Sanak - The Deadly Passion,Yes
Shilpa Shetty,Khamoshh... Khauff Ki Raat,No
Shiney Ahuja,Hijack,No
Shiney Ahuja,Woh Lamhe,No
Shiney Ahuja,Ghost,No
Shiney Ahuja,Kal - Yesterday & Tomorrow,Yes
Shiney Ahuja,Hazaaron Khwaishein Aisi,Yes
Shiney Ahuja,Khoya Khoya Chand,No
Shiney Ahuja,Sins,Yes
Shital Shah,Kis Hudh Tak...,No
Shiv Darshan,Karle Pyaar Karle,Yes
Shiv Darshan,Ek Haseena Thi Ek Deewana Tha,No
Shraddha Kapoor,Haseena Parkar,No
Shraddha Kapoor,Luv Ka The End,No
Shreela Majumder,Pratyavartan - The Homecoming,Yes
Shreyas Talpade,Will You Marry Me?,No
Shreyas Talpade,Aagey Se Right,No
Shreyas Talpade,Teen Thay Bhai,No
Shreyas Talpade,Iqbal,No
Shreyas Talpade,Bombay To Bangkok,No
Shreyas Talpade,Paying Guests,No
Shreyas Talpade,Kamaal Dhamaal Malamaal,No
Shreyas Talpade,Click,No
Shreyas Talpade,Welcome to Sajjanpur,No
Shubh,Aasma - The Sky Is the Limit,Yes
Shubh,Shakal Pe Mat Ja,No
Shubh Mukherjee,Nakshatra,Yes
Shweta Bhardwaj,Raqt,Yes
Siddhant Kumar,Raat Abhi Baaki Hai,Yes
Siddharth,Striker,No
Siddharth Dhawan,Stand By,No
Siddharth Gupta,Kuku Mathur Ki Jhand Ho Gayi,Yes
Siddharth Koirala,Anwar,No
Sidhant Kapur,Tutiya Dil,Yes
Sidharth Malhotra,A Gentleman - Sundar Susheel Risky,No
Sidharth Malhotra,Ek Villain,No
Sidharth Malhotra,Baar Baar Dekho,No
Sidharth Malhotra,Kapoor & Sons,No
Sidharth Malhotra,Hasee Toh Phasee,No
Sikander Kher,Woodstock Villa,Yes
Sikander Kher,Summer 2007,Yes
Simone Singh,Gumshuda,No
Simran,Aaj Ka Neta,No
Smeep Kang,Beda Paar Karte Bhagwan Amarnath,Yes
Smriti Singh,Malika - The Fire,Yes
Soha Ali Khan,Chaurahen,No
Sohail Khan,Aryan,No
Sohail Khan,Team - The Force,No
Sohail Khan,Hello,No
Sohail Khan,Heroes,No
Sohrab Ardeshir,Little Zizou,No
Sonakshi Sinha,Akira,No
Sonakshi Sinha,Noor,No
Sonali Kulkarni,Via Darjeeling,No
Sonali Kulkarni,Shraddha - In  The Name Of God,No
Sonali Kulkarni,The Camp,No
Sonam Kapoor,Dolly Ki Doli,No
Sonam Kapoor,Aisha,No
Sonam Kapoor,Neerja,No
Sonu Pahuja,Item Girl,Yes
Sonu Sood,Ek Vivaah... Aisa Bhi,No
Sooraj Pancholi,Hero,Yes
Sridevi,English Vinglish,No
Sridevi,Mom,No
Subrat Dutta,Madholal Keep Walking,Yes
Suchhi Kumar,Mission - The Last War,No
Suchhi Kumar,Garma Garam,Yes
Sudeep,Phoonk 2,No
Sudeep,Phoonk,Yes
Sudesh Berry,Unlimited Nasha,No
Sudhanshu Pandey,Manoranjan - The Entertainment,No
Sudhanshu Pandey,Dhara,No
Suhail Karim,Love Recipe,Yes
Sukhwinder Singh,Kuch Kariye,Yes
Sukhwinder Singh,Khudi Ko Kar Buland Itna,No
Suman Ranganathan,Devaki,No
Sumeet Nijhawan,Maazii,Yes
Suneil Shetty,Desi Kattey,No
Suneil Shetty,Red Alert - The War Within,No
Suneil Shetty,One Two Three,No
Suneil Shetty,Mr. White Mr. Black,No
Suneil Shetty,Barood - The Fire A Love Story,No
Suneil Shetty,Daddy Cool - Join The Fun,No
Suneil Shetty,Padmashree Laloo Prasad Yadav,No
Suneil Shetty,Mere Dost Picture Abhi Baaki Hai,No
Sunil Grover,Coffee With D,Yes
Sunil Pal,Money Back Guarantee,No
Sunny Deol,Fool N Final,No
Sunny Deol,Kaafila,No
Sunny Deol,Apne,No
Sunny Deol,Singh Saab The Great,No
Sunny Deol,Fox,No
Sunny Deol,Big Brother,No
Sunny Deol,Teesri Aankh - The Hidden Camera,No
Sunny Deol,Khuda Kasam,No
Sunny Deol,Right Yaa Wrong,No
Sunny Deol,I Love NY,No
Sunny Deol,Jo Bole So Nihaal,No
Sunny Deol,Yamla Pagla Deewana,No
Sunny Deol,Yamla Pagla Deewana 2,No
Sunny Deol,Poster Boys,No
Sunny Deol,Ghayal Once Again,No
Sunny Gill,Jo Hum Chahein,Yes
Sunny Leone,Ragini MMS 2,No
Sunny Leone,Ek Paheli Leela,No
Sunny Leone,Kuch Kuch Locha Hai,No
Sunny Leone,One Night Stand,No
Sunny Leone,Jism 2,Yes
Sunny Singh,Neighbours,Yes
Supriya Pathak,Khichdi The Movie,No
Suraj Dev Sahu,Yahi To Pyar Hai,Yes
Suriya,Rakht Charitra 2,Yes
Surveen Chawla,Hate Story 2,Yes
Susanna Mohan,Lady Dabangg Aaj Bbhi,Yes
Sushant Singh,Hulla,No
Sushant Singh,Idiot Box,No
Sushant Singh Rajput,Kai Po Che,Yes
Sushant Singh Rajput,Detective Byomkesh Bakshy,No
Sushant Singh Rajput,Raabta,No
Sushant Singh Rajput,Shuddh Desi Romance,Yes
Sushant Singh Rajput,M.S. Dhoni - The Untold Story,No
Sushma Sharma,Munni Metric Pass,Yes
Sushmita Sen,Chingaari,No
Sushmita Sen,Zindaggi Rocks,No
Swanand Kirkire,Crazy Cukkad Family,Yes
Swara Bhaskar,Nil Battey Sannatta,No
Swara Bhaskar,Anaarkali Of Aaraah,No
Swara Bhaskar,Listen... Amaya,No
Swara Bhaskar,Machhali Jal Ki Rani Hai,No
Swaraaj Singh,Tension Doooor,Yes
Swaroop Kanchi,Yeh Dil Ramta Jogi,No
Swati Sharma,Overtime,Yes
Swati Verma,Mastaani... Lost In A Crowd Of Two,Yes
Sween Sharma,Akkad Bakkad Bambey Bo,Yes
Swini Khara,Kaalo,Yes
Taapsee Pannu,Naam Shabana,No
Tabu,Bhaggmati - The Queen Of Fortunes,No
Tanuj Virwani,Luv U Soniyo,Yes
Tanuj Virwani,Purani Jeans,No
Tanushree,Aadi Shakti,No
Tanushree Datta,Apartment,No
Tanveer Ahmed,Ek Aur Sahaadat,Yes
Tanveer Hashmi,Key Club,No
Tanveer Hashmi,Best Partner,No
Tanveer Hashmi,Bhiga Badan,No
Tanveer Hashmi,Night Lover,No
Tanveer Hashmi,Kaamwali,No
Tanveer Hashmi,Ricksha Waali,No
Tanveer Hashmi,Doodhwali,No
Tanveer Hashmi,Machhiwali,No
Tanveer Hashmi,Barwali,No
Tanveer Hashmi,College Girl,No
Tanya Oberoi,Gumnaam,No
Tara Sharma,Suno Na... Ek Nanhi Aawaz,No
Tarun Arora,Hot Money,No
Tarun Khanna,Shrrameya - The Laborious,No
Tarun Khanna,Kaho Na Kaho,No
Tarun Khanna,Mission 11 July,No
Tejasvita Kapoor,Murder In Mumbai,Yes
Tejaswini Sarkar,De De Ek Chumma De,Yes
Tena Desae,Yeh Faasley,Yes
Tia Bajpai,Identity Card,No
Tiger Shroff,A Flying Jatt,No
Tiger Shroff,Heropanti,Yes
Tiger Shroff,Baaghi,No
Tiger Shroff,Munna Micheal,No
Tina,Karoongi Tujhe Khallaas,Yes
Tina Gujjar,Ab Tumhari Bari,Yes
Tom Alter,Ocean Of An Old Man,No
Trimala Adhikari,Hansa,Yes
Tulip Joshi,Matrubhoomi,No
Tushar Jalota,Showbiz,Yes
Tusshar Kapoor,Aggar,No
Tusshar Kapoor,Shor In The City,No
Tusshar Kapoor,Kya Love Story Hai,No
Tusshar Kapoor,Mastizaade,No
Tusshar Kapoor,Dhol,No
Tusshar Kapoor,Love U...Mr. Kalakaar!,No
Tusshar Kapoor,C Kkompany,No
Tusshar Kapoor,Kyaa Super Kool Hain Hum,No
Tusshar Kapoor,Hum Tum Shabana,No
Tusshar Kapoor,Chaar Din Ki Chandni,No
Tusshar Kapoor,Kyaa Kool Hai Hum,No
Tusshar Kapoor,Bajatey Raho,No
Tusshar Kapoor,Kyaa Kool Hain Hum 3,No
Uday Chopra,Neal N Nikki,No
Udita Goswami,Diary Of A Butterfly,No
Ujwal Chopra,Ek Cheez Milegi Wonderful,Yes
Umed Khandelwal,Baap Jaroor Banunga,Yes
Upasna Singh,Naari Ek Khilona,No
Urmila,Lollypop,No
Urmila Matondkar,Banaras - A Mystic Love Story,No
Urmila Matondkar,Naina,No
Uttar Kumar,Katto,Yes
Uttar Kumar,Dear Vs Bear,Yes
Uunnat Duutt,Tere Pyaarr Mein Paapad,Yes
V.P. Singh,Guardians Who Loved Us,Yes
Vaishali Rawat,Jai Narmada Maiya,Yes
Varun Dhawan,Main Tera Hero,No
Varun Dhawan,Judwaa 2,No
Varun Dhawan,Student Of The Year,Yes
Varun Dhawan,ABCD 2,No
Varun Dhawan,Humpty Sharma Ki Dulhania,No
Varun Dhawan,Badrinath Ki Dulhania,No
Varun Dhawan,Badlapur,No
Vasundhara Das,Eik Dasttak,Yes
Vatsal Sheth,Hostel,Yes
Veena Malik,Mumbai 125 KM,No
Veena Malik,Real Life Of Supermodel,No
Veena Malik,Zindagi 50-50,No
Veer,Yaaraa,Yes
Vega Tamotia,Aamras,Yes
Vicky Kaushal,Zubaan,Yes
Victor Banerjee,Bow Barracks Forever,No
Victor Banerjee,Ho Sakta Hai!,Yes
Vidya Balan,The Dirty Picture,No
Vidya Balan,No One Killed Jessica,No
Vidya Balan,Bobby Jasoos,No
Vidya Balan,Begum Jaan,No
Vidya Balan,Kahaani,No
Vidya Balan,Kahaani 2,No
Vidya Balan,Tumhari Sulu,No
Vidyut Jammwal,Commando 2,No
Vidyut Jammwal,Commando,Yes
Vijay Bhaskar,Pyar Hawas Aur Dhokha,Yes
Vijay Raaz,Mission Tigers,No
Vijay Raaz,Journey Bombay To Goa,No
Vijay Raaz,Kya Dilli Kya Lahore,No
Vijay Saxena,Don Ke Baad Kaun?,Yes
Vikram,David,No
Vikram Aditya,Model - The Beauty,Yes
Vikram Aditya,Mahiya - Call Of Love...,Yes
Vikram Chatwal,Hope & A Little Sugar,No
Vikram Kumar,Old Iss Gold,Yes
Vikram Singh,Trump Card,No
Vikram Singh,Mumbai Godfather,Yes
Vikram Singh,Royal Utsav,No
Vikrant Mahajan,Challo Driver,Yes
Vinay Anand,Kool Nahi Hot Hain Hum,No
Vinay Arora,Pehla Aashiq Pehla Qatil,Yes
Vinay Pathak,Kaagaz Ke Fools,No
Vinay Pathak,Tere Mere Phere,No
Vinay Pathak,Straight,No
Vinay Pathak,Bheja Fry,No
Vinay Pathak,Bheja Fry 2,No
Vinay Pathak,Pappu Can't Dance Saala,No
Vinay Pathak,Dasvidaniya,No
Vinay Pathak,Chalo Dilli,No
Vinay Pathak,Oh. My God!!,No
Vinay Pathak,Utt Pataang,No
Vinay Virmani,Speedy Singhs,Yes
Vincent D'Onofrio,Broken Horses,Yes
Vineeth,Queens! Destiny Of Dance,Yes
Vinit Bhardwaj,Filmi Duniya,Yes
Vinod Khanna,Koyelaanchal,No
Vinod Khanna,Fast Forward,No
Vinod Painter,Gopa - The Freedom Fighter,Yes
Vinod Sherawat,Gafla,No
Vippino,Tum Hi To Ho,Yes
Vir Das,Amit Sahni Ki List,No
Vir Das,Gollu Aur Pappu,No
Vir Das,Mumbai Salsa,Yes
Vir Das,Sooper Se Ooper,No
Vishaw Kashyap,Bacche Mann Ke Sacche,Yes
Vivek Oberoi,Shootout At Lokhandwala,No
Vivek Oberoi,Mission Istaanbul,No
Vivek Oberoi,Pyare Mohan,No
Vivek Oberoi,Prince,No
Vivek Oberoi,Rakht Charitra,No
Vivek Oberoi,Naksha,No
Vivek Oberoi,Kismet Love Paisa Dilli,No
Vivek Oberoi,Kisna,No
Vivek Oberoi,Home Delivery,No
Vivek Oberoi,Jayantabhai Ki Love Story,No
Vivek Sudarshan,Impatient Vivek,Yes
Waqar Khan,Cocktail - The Deadly Combination,No
Waqar Khan,Ishq Na Karna,Yes
Yash Gera,Ussey Kya Ho Jayega?,Yes
Yatin Karyekar,Lagan - The Dedication,Yes
Yogendra Chouhan,Jugatiya,Yes
Yugboah Garewal,Pyaar Kaa Funda,Yes
Yugraj Jain,Ab To Sambhal,No
Yukta Mookhey,Memsahab,No
Zaira Wasim,Secret Superstar,Yes
Zakir Hussain,Satrangee Parachute,No
Zarine Khan,Aksar 2,No
Zarine Khan,Hate Story 3,No
Zayed Khan,Sharafat Gayi Tel Lene,No
Zayed Khan,Love Breakups Zindagi,No
Zayed Khan,Rocky,No
Zayed Khan,Speed,No
Zayed Khan,Fight Club,No
Zeenat Aman,Strings Of Paasion,No
Zeenat Aman,Dunno Y Na Jaane Kyun,No
Zulfi Sayed,Taj Mahal - An Eternal Love Story,No
Zulfi Sayed,Mr. Hot Mr. Kool,No
